DATABASE	FORMULA	CHARGE
cpd04676_c0	C7H11NO2	0
cpd04677_c0	C23H30NO3	1
cpd04678_c0	C19H21N5O2	0
cpd04679_c0	C4H7NO2	0
cpd04680_c0	C12H30N2	2
cpd04681_c0	C11H22N	1
cpd04682_c0	C8H20N	1
cpd04683_c0	C11H18NO3	1
cpd04684_c0	C9H14N	1
cpd04685_c0	C2HClBrF3	0
cpd04686_c0	C3H2OClF5	0
cpd04687_c0	C3H4OCl2F2	0
cpd04688_c0	C3H2OClF5	0
cpd04689_c0	C3H2OF6	0
cpd04690_c0	C4H3OF7	0
cpd04691_c0	C11H18N2O2S	0
cpd04692_c0	C14H16N2O2	0
cpd04693_c0	C12H18O	0
cpd04694_c0	C18H13N3ClF	0
cpd04695_c0	C13H17NOCl	1
cpd04696_c0	C15H25N2O2	1
cpd04697_c0	C9H11NO2	0
cpd04698_c0	C15H22N2O	0
cpd04699_c0	C18H28N2O	0
cpd04700_c0	C17H29N2O	1
cpd04701_c0	C13H21N2O	1
cpd04702_c0	C17H26N2O	0
cpd04703_c0	C12H20NO3	1
cpd04704_c0	C20H24O2	0
cpd04705_c0	C20H12	0
cpd04706_c0	C11H18N2O3	0
cpd04707_c0	C19H23NO3	0
cpd04708_c0	C17H22N	1
cpd04709_c0	C13H17N3O	0
cpd04710_c0	C15H18N2	0
cpd04711_c0	C16H15N2O2	-1
cpd04712_c0	C20H25N3O	0
cpd04713_c0	C19H23N3O2	0
cpd04714_c0	C33H35N5O5	0
cpd04715_c0	C32H41N5O5	0
cpd04716_c0	C14H30N2O4	2
cpd04717_c0	C37H42N2O6	2
cpd04718_c0	C53H72N2O12	2
cpd04719_c0	C56H78N2O16	2
cpd04720_c0	C58H80N2O14	2
cpd04721_c0	C35H60N2O4	2
cpd04722_c0	C12H8Cl6	0
cpd04723_c0	C34H58N2O4	2
cpd04724_c0	C35H62N4O4	2
cpd04725_c0	C7H7NO3	0
cpd04726_c0	C32H54N2O4	2
cpd04727_c0	C12H4O2Cl4	0
cpd04728_c0	C12H20N2O2S2	0
cpd04729_c0	C10H15NCl	1
cpd04730_c0	C16H14N2O	0
cpd04731_c0	CCl4	0
cpd04732_c0	C16H25N2O	1
cpd04733_c0	C8H9NO	0
cpd04734_c0	C28H29N3OF2	0
cpd04735_c0	C24H26N4OClF	0
cpd04736_c0	C21H21N4OSCl	0
cpd04737_c0	C7H10N2OS	0
cpd04738_c0	C17H19N3	0
cpd04739_c0	C15H22N2O2F3	1
cpd04740_c0	C20H22N2OF	1
cpd04741_c0	C12H13N5O2S	0
cpd04742_c0	C16H9N4O9S2	-3
cpd04743_c0	C17H25N	0
cpd04744_c0	C12H17N2O4P	0
cpd04745_c0	C11H16NO2	1
cpd04746_c0	C21H30O2	0
cpd04747_c0	C21H26O2	0
cpd04748_c0	C6H4N4	0
cpd04749_c0	C14H11N6O3	-1
cpd04750_c0	C15H10O2	0
cpd04751_c0	C8H9N3O2	0
cpd04752_c0	C20H21O4Cl	0
cpd04753_c0	C9H8NO4	-1
cpd04754_c0	C17H14N3O2SF3	0
cpd04755_c0	C17H14O4S	0
cpd04756_c0	C10H13NO2	0
cpd04757_c0	C22H25NO6	0
cpd04758_c0	C23H22O6	0
cpd04759_c0	C21H28O3	0
cpd04760_c0	C15H17N5O4	2
cpd04761_c0	C25H46FeN6O8	4
cpd04762_c0	C4H4O4S2	-2
cpd04763_c0	C5H4N4O2	0
cpd04764_c0	C6H10OS2	0
cpd04765_c0	C20H24O9	0
cpd04766_c0	C20H24O10	0
cpd04767_c0	C20H24O11	0
cpd04768_c0	C20H24O10	0
cpd04769_c0	C15H18O8	0
cpd04770_c0	C30H15O8	-1
cpd04771_c0	C55H76N17O13	1
cpd04772_c0	C35H51O4	-1
cpd04773_c0	C15H20O3	0
cpd04774_c0	C25H22O10	0
cpd04775_c0	C14H16O3	0
cpd04776_c0	C59H85N16O12	1
cpd04777_c0	C66H84N17O13	1
cpd04778_c0	C7H10N2O2S	0
cpd04779_c0	C16H18N2O	0
cpd04780_c0	C13H16N2O2	0
cpd04781_c0	C21H26O2	0
cpd04782_c0	C25H32O2	0
cpd04783_c0	C18H20O2	0
cpd04784_c0	C18H21O3	-1
cpd04785_c0	C16H14N5OF3	0
cpd04786_c0	C14H18N6O	0
cpd04787_c0	C18H28N3Cl	2
cpd04788_c0	C20H23N3OCl	1
cpd04789_c0	C15H22N3O	1
cpd04790_c0	C23H32O2	0
cpd04791_c0	C22H30O	0
cpd04792_c0	C12H13N4O4S	-1
cpd04793_c0	C11H16N5Cl	0
cpd04794_c0	C19H32O2	0
cpd04795_c0	C17H16N2OF6	0
cpd04796_c0	C26H31NOCl2F3	1
cpd04797_c0	C19H30O2	0
cpd04798_c0	C9H5NOI2	0
cpd04799_c0	C14H11NO4Cl2	0
cpd04801_c0	C10H18N3O2Cl	0
cpd04802_c0	C6H12N3PS	0
cpd04803_c0	C9H12N6	0
cpd04804_c0	C7H15N2O3PCl2	0
cpd04805_c0	C7H13N2O3PCl2	0
cpd04806_c0	C7H15N2O3PCl2	0
cpd04807_c0	C7H14N2O4PCl2	-1
cpd04808_c0	C4H10N2O2PCl2	-1
cpd04809_c0	C5H5N5S	0
cpd04810_c0	C4H3N2O2F	0
cpd04811_c0	C9H11N3O4F2	0
cpd04812_c0	C5H16N2S	2
cpd04813_c0	C29H35NO2	0
cpd04814_c0	C11H11N2O3F3	0
cpd04815_c0	C22H21N2O8	-1
cpd04816_c0	C13H24NO9	1
cpd04817_c0	C21H48N5O7	5
cpd04818_c0	C21H46N5O7	5
cpd04819_c0	C10H9N4O2S	-1
cpd04820_c0	C17H11N3O5S2	-2
cpd04821_c0	C18H19N3O4F	-1
cpd04822_c0	C19H21N3O4F	-1
cpd04823_c0	C19H21N4O3F2	-1
cpd04824_c0	C21H23N3O4F	-1
cpd04825_c0	C20H15N4O3F3	0
cpd04826_c0	C8H10N2S	0
cpd04827_c0	C12H12N2O2S	0
cpd04828_c0	C30H30O8	0
cpd04829_c0	C9H11N4Cl2	1
cpd04830_c0	C24H33N4O5S	-1
cpd04831_c0	C27H35N2O4	-1
cpd04832_c0	C66H87N18O12	1
cpd04833_c0	C2H9N5	2
cpd04834_c0	C10H17N5	2
cpd04835_c0	C6H17N5	2
cpd04836_c0	C19H20N2O3S	0
cpd04837_c0	C18H28N2O4	0
cpd04838_c0	C16H16NO3Cl	0
cpd04839_c0	C5FeN6O	-2
cpd04840_c0	C20H24N2O6	0
cpd04841_c0	C27H33N2O7	-1
cpd04842_c0	C19H31N2O5	-1
cpd04843_c0	C23H42N3O5	-1
cpd04844_c0	C8H17NO5	0
cpd04845_c0	C33H34N6O6	0
cpd04846_c0	C33H29N4O2	-1
cpd04847_c0	C27H44O	0
cpd04848_c0	C27H44O3	0
cpd04849_c0	C18H20N2O6	0
cpd04850_c0	C6H9NO6	0
cpd04851_c0	C13H10	0
cpd04852_c0	C13H10O2	0
cpd04853_c0	C13H9O4	-1
cpd04854_c0	C10H8O2	0
cpd04855_c0	C9H8O2	0
cpd04856_c0	C13H12O2	0
cpd04857_c0	C13H10O3	0
cpd04858_c0	C13H8O2	0
cpd04859_c0	C13H10O2	0
cpd04860_c0	C13H9O4	-1
cpd04861_c0	C10H8O2	0
cpd04862_c0	C9H8O	0
cpd04863_c0	C9H8O2	0
cpd04864_c0	C12H8O	0
cpd04865_c0	C12H9O5	-1
cpd04866_c0	C12H8O2	0
cpd04867_c0	C12H9O4	-1
cpd04868_c0	C12H9O6	-1
cpd04869_c0	C2H4O7P2	-4
cpd04870_c0	C21H32N3O5P	0
cpd04871_c0	C22H25N3O4S	0
cpd04872_c0	C40H50N4O8S	0
cpd04873_c0	C22H32NO	1
cpd04874_c0	C19H28N3O5S2	1
cpd04875_c0	C4H10NO7P2	-3
cpd04876_c0	C20H37N2O3S	1
cpd04877_c0	Cl2Mg	1
cpd04878_c0	C10H11N2O5S	-1
cpd04879_c0	C15H14N3O4S2F3	0
cpd04880_c0	C15H14N3O4S3Cl	0
cpd04881_c0	C12H22N3O5S3	1
cpd04882_c0	C16H15N2O6S2	-1
cpd04883_c0	C8H8N3O4S2F3	0
cpd04884_c0	C5H8N4O3S2	0
cpd04885_c0	C9H11N3O4S2Cl2	0
cpd04886_c0	C11H13N3O4S3ClF3	0
cpd04887_c0	C8H8N3O4S2Cl3	0
cpd04888_c0	C22H24N3OCl	0
cpd04889_c0	C8H10NO5S	-1
cpd04890_c0	C10H11N4O5S	-1
cpd04891_c0	C28H42N4O2Cl2	2
cpd04892_c0	C20H22N2	0
cpd04893_c0	C28H33N2Cl	0
cpd04894_c0	C21H24N2O3Cl	-1
cpd04895_c0	C17H26N4O	0
cpd04896_c0	C21H23NO3	0
cpd04897_c0	C19H19N	0
cpd04898_c0	C17H26N3O2S	1
cpd04899_c0	C33H37N5O5	0
cpd04900_c0	C19H25N2O4	1
cpd04901_c0	C12H21N2O3	1
cpd04902_c0	C24H25NO4	0
cpd04903_c0	C20H33N2O	1
cpd04904_c0	C28H37O7Cl	0
cpd04905_c0	C16H21NO3	0
cpd04906_c0	C22H28O4SF2	0
cpd04907_c0	C22H28O4Cl2	0
cpd04908_c0	C27H30O6Cl2	0
cpd04909_c0	C21H26NO3	1
cpd04910_c0	C10H14N4O4	0
cpd04911_c0	C15H14N3O3F	0
cpd04912_c0	C10H14N2O3	0
cpd04913_c0	C10H16N2O3	0
cpd04914_c0	C13H14N2O3	0
cpd04915_c0	C9H13NO2	0
cpd04916_c0	C7H9OCl	0
cpd04917_c0	C6H12O3	0
cpd04918_c0	C7H14O10P	-1
cpd04919_c0	C4H6N2	0
cpd04920_c0	C7H14O10P	-1
cpd04921_c0	C11H12N2O2	0
cpd04922_c0	C16H14N2O6P	-1
cpd04923_c0	C8H14N2O2	0
cpd04924_c0	C14H18N2O3	0
cpd04925_c0	C12H18N2O2S	0
cpd04926_c0	C21H26NO3	1
cpd04927_c0	C20H29N2O3	1
cpd04928_c0	C23H29NO3	0
cpd04929_c0	C22H26NO3	1
cpd04931_c0	C21H36NO	1
cpd04932_c0	I	-1
cpd04933_c0	C18H21N3O3S	0
cpd04934_c0	Na	0
cpd04935_c0	C19H20N2O3	0
cpd04936_c0	C14H23N3O2Cl	1
cpd04937_c0	C7H5O4Bi	2
cpd04938_c0	C28H27N2O2	-1
cpd04939_c0	C30H32N2O2	0
cpd04940_c0	C20H37O7S	-1
cpd04941_c0	C11H15NO2	0
cpd04942_c0	H2O2Mg	1
cpd04943_c0	C13H20N2O2Cl	1
cpd04944_c0	C20H30N3O2	1
cpd04945_c0	C24H39O4	-1
cpd04946_c0	C18H27NO2	0
cpd04947_c0	C9H14N	1
cpd04948_c0	C11H11N5Br	1
cpd04949_c0	C18H28N2O	0
cpd04950_c0	C7H15N2O2PCl2	0
cpd04951_c0	C11H18N	1
cpd04952_c0	C12H19N2O4	1
cpd04953_c0	C17H27NO3	0
cpd04954_c0	C16H27N2O3	1
cpd04955_c0	C14H15N2	1
cpd04956_c0	C9H8N2O2	0
cpd04957_c0	C12H17NO	0
cpd04958_c0	C12H9N2O2F3	0
cpd04959_c0	C23H31NO7	0
cpd04960_c0	C51H79NO13	0
cpd04961_c0	C13H10N2O4	0
cpd04962_c0	C9H14NO	1
cpd04963_c0	C13H17N2	1
cpd04964_c0	C16H25N2	1
cpd04965_c0	C17H26NO3	1
cpd04966_c0	C17H28NO4	1
cpd04967_c0	C40H48N2O6	2
cpd04968_c0	C10H13NO3	0
cpd04969_c0	C12H24N2O4	0
cpd04970_c0	C9H11O3Cl	0
cpd04971_c0	C10H12NO4Cl	0
cpd04972_c0	C7H4NO2Cl	0
cpd04973_c0	Na	0
cpd04974_c0	C12H15NO3	0
cpd04975_c0	C18H24NO	1
cpd04976_c0	C8H5N2OSF3	0
cpd04977_c0	C10H17N	0
cpd04978_c0	C21H29NO	0
cpd04979_c0	C14H14N3O5	-1
cpd04980_c0	C14H10NO5	-1
cpd04981_c0	C17H19N2SCl	0
cpd04982_c0	C18H19NSCl	1
cpd04983_c0	C29H38N3O2SF3	0
cpd04984_c0	C26H32N3O2SF3	0
cpd04985_c0	CHO3	-1
cpd04986_c0	C22H36N2O5S	0
cpd04987_c0	C26H33NO5F	-1
cpd04988_c0	C12H5O2SCl4	-1
cpd04989_c0	C10H21N3O	0
cpd04990_c0	C95H146O28	0
cpd04991_c0	C4H8O4PCl3	0
cpd04992_c0	C4H10N2	0
cpd04993_c0	C51H34N6O23S6	-6
cpd04994_c0	C19H24N2	0
cpd04995_c0	C14H10O6Mg	1
cpd04996_c0	C29H38N2O4	0
cpd04997_c0	C6H13N2O2F2	1
cpd04998_c0	C8H7N3O5	0
cpd04999_c0	C12H15N6OS2As	0
cpd05000_c0	C10H13N3O5S	0
cpd05001_c0	C21H32N6O3	0
cpd05002_c0	C21H32N6O3	0
cpd05003_c0	C29H42NO4	1
cpd05004_c0	C16H24NO	1
cpd05005_c0	C23H32NO2	1
cpd05006_c0	C17H23NO	0
cpd05007_c0	C34H39N2O10S	-1
cpd05008_c0	C18H21NO4	0
cpd05009_c0	C17H19NO4	0
cpd05010_c0	C20H28N2O5	0
cpd05011_c0	C22H30N2O2S	0
cpd05012_c0	C18H21NO3	0
cpd05013_c0	C18H21NO4	0
cpd05014_c0	C21H25NO3	0
cpd05015_c0	C22H22N2O8	0
cpd05016_c0	C23H27N3O7	0
cpd05017_c0	C52H97NO18S	0
cpd05018_c0	C53H68N9O10S	1
cpd05019_c0	C34H50N4O9S	0
cpd05020_c0	C87H117N13O19S2	0
cpd05022_c0	C13H5O2Cl6	-1
cpd05023_c0	KI3	2
cpd05024_c0	C6H6N4O4	0
cpd05026_c0	C18H37N4O15S	-1
cpd05029_c0	C9H9N4O2S2	-1
cpd05030_c0	Na	0
cpd05031_c0	C12H9N2O5	-1
cpd05032_c0	C17H18N3O3F2	-1
cpd05033_c0	C21H23N3O4F	-1
cpd05034_c0	Na	0
cpd05035_c0	C25H45N14O15RS2	-2
cpd05036_c0	C3H7N2O2	1
cpd05038_c0	C47H63N4O12	-1
cpd05039_c0	C12H9N	0
cpd05040_c0	C12H11NO2	0
cpd05041_c0	C12H10NO4	-1
cpd05042_c0	C6H8O2	0
cpd05043_c0	C27H30O15	0
cpd05044_c0	C19H17N2SCl3	0
cpd05045_c0	C19H18N3O3SCl3	0
cpd05046_c0	C23H28N	1
cpd05047_c0	C18H15N2OCl3	0
cpd05048_c0	C18H16N3O4Cl3	0
cpd05049_c0	C18H15N3O4Cl4	0
cpd05050_c0	C21H22N	1
cpd05051_c0	C21H21N	0
cpd05052_c0	C33H47NO13	0
cpd05053_c0	C18H13N3OCl4	0
cpd05054_c0	C18H14N4O4Cl4	0
cpd05055_c0	C18H15N2SCl3	0
cpd05056_c0	C21H26N	1
cpd05057_c0	C26H31N5O3Cl2	0
cpd05058_c0	C16H13N2OSCl3	0
cpd05060_c0	C25H35N3O6S	0
cpd05061_c0	C23H32N6O6S2	0
cpd05062_c0	C14H9NO2ClF3	0
cpd05063_c0	C36H48N5O8S	-1
cpd05064_c0	C18H18O2	0
cpd05065_c0	C33H48N3O7S2	-1
cpd05066_c0	C16H29N2O4	1
cpd05067_c0	C16H31N2O8P	0
cpd05068_c0	C12H21N	0
cpd05069_c0	C12H20N4O7	0
cpd05071_c0	Na	0
cpd05072_c0	Na	0
cpd05073_c0	Na	0
cpd05074_c0	C15H16N7O5S3	-1
cpd05075_c0	Na	0
cpd05076_c0	C18H16N6O8S3	-2
cpd05077_c0	Na	0
cpd05078_c0	C20H22N4O10S	0
cpd05079_c0	Na	0
cpd05080_c0	C16H15N3O4Cl	-1
cpd05081_c0	C14H12N5O5S2	-1
cpd05082_c0	C19H24N6O5S2	0
cpd05083_c0	Na	0
cpd05084_c0	Na	0
cpd05085_c0	C15H16N5O6S2	-1
cpd05086_c0	C21H27N5O9S2	0
cpd05088_c0	C15H12N4O6S2	-2
cpd05089_c0	Na	0
cpd05091_c0	C66H75N9O24Cl2	0
cpd05092_c0	C21H27N3O7S	0
cpd05093_c0	C21H27N3O7S	0
cpd05094_c0	Na	0
cpd05095_c0	C16H17N2O5S	-1
cpd05096_c0	C27H44O3	0
cpd05097_c0	CHO3	-1
cpd05098_c0	CaCl2	1
cpd05099_c0	C12H10O14	-6
cpd05100_c0	C6H10O6	-2
cpd05102_c0	O8P2	-6
cpd05103_c0	N3O9	-3
cpd05104_c0	C7H5O6P2SCl	-4
cpd05105_c0	F	-1
cpd05106_c0	C18H20O8P2	-2
cpd05107_c0	C16H20N3O4F	0
cpd05108_c0	C27H40O4	0
cpd05109_c0	C21H28O2	0
cpd05110_c0	C24H34O4	0
cpd05111_c0	C24H32O4	0
cpd05112_c0	C22H28O3	0
cpd05113_c0	C21H28O2	0
cpd05114_c0	C28H44O3	0
cpd05115_c0	C27H34O3	0
cpd05116_c0	C27H40O3	0
cpd05117_c0	C26H40O3	0
cpd05118_c0	C22H32O3	0
cpd05119_c0	C17H19N5	0
cpd05120_c0	C18H14N2O4SF4	0
cpd05121_c0	C20H24O2	0
cpd05122_c0	C17H11N5	0
cpd05123_c0	C12H10N3O4F3	0
cpd05124_c0	C26H29NOCl	1
cpd05125_c0	C14H12N3O4S2	-1
cpd05126_c0	Na	-2
cpd05127_c0	C23H30O6	0
cpd05128_c0	C24H31O6F	0
cpd05129_c0	C29H42O6	0
cpd05130_c0	Na	0
cpd05131_c0	C24H32O6	0
cpd05132_c0	C23H30O6	0
cpd05133_c0	C27H38O6	0
cpd05134_c0	C24H31O6F	0
cpd05135_c0	C25H31O8F	0
cpd05136_c0	C30H41O7F	0
cpd05137_c0	C23H31O6F	0
cpd05138_c0	C26H38N5O2	1
cpd05139_c0	C149H250N44O42S	4
cpd05140_c0	C6H11O5SAu	0
cpd05141_c0	C12H17NO3Cl	1
cpd05142_c0	Br	-1
cpd05143_c0	Cl	-1
cpd05144_c0	C28H44O2	0
cpd05145_c0	Na	0
cpd05146_c0	C11H11NO2I3	-1
cpd05147_c0	I	-1
cpd05148_c0	C17H25NO3	0
cpd05149_c0	C62H90CoN13O15P	1
cpd05150_c0	C22H36N2O5S	0
cpd05151_c0	C7H7NO7P2	-4
cpd05152_c0	C7H14O4	0
cpd05153_c0	C7H14O5	0
cpd05154_c0	C7H14O7	0
cpd05155_c0	C7H14O4	0
cpd05156_c0	C36H62O31	0
cpd05157_c0	C18H32O16	0
cpd05158_c0	C12H22O11	0
cpd05159_c0	Na	-2
cpd05160_c0	C24H42O21	0
cpd05161_c0	C18H32O16	0
cpd05162_c0	C12H22O10	0
cpd05163_c0	C11H20O10	0
cpd05164_c0	C12H22O10	0
cpd05165_c0	C12H22O10	0
cpd05166_c0	C24H42O21	0
cpd05167_c0	C9H15N2O6P	0
cpd05168_c0	C12H22O11	0
cpd05169_c0	C18H32O16	0
cpd05170_c0	C30H52O26	0
cpd05171_c0	C12H24O11	0
cpd05172_c0	C7H16O7	0
cpd05173_c0	C7H14O6	0
cpd05174_c0	C6H12O5	0
cpd05175_c0	C6H12O5	0
cpd05176_c0	C7H16O7	0
cpd05177_c0	C9H14O4	-2
cpd05178_c0	C5H9O2	-1
cpd05179_c0	C6H13NO2	0
cpd05180_c0	C4H9N3O3	0
cpd05181_c0	C6H11NO3S	0
cpd05182_c0	C6H9N2O5	-1
cpd05183_c0	C4H6NO2	-1
cpd05184_c0	C6H8NO2	-1
cpd05185_c0	C7H13NO3	0
cpd05186_c0	C4H10N2O3	0
cpd05187_c0	C8H14N2O4	0
cpd05188_c0	C10H9N5O	0
cpd05189_c0	C9H13NO2	0
cpd05190_c0	C7H14N2O4S2	0
cpd05191_c0	C4H7O2S	-1
cpd05192_c0	C10H16O4	-2
cpd05193_c0	C8H12O4	-2
cpd05194_c0	C5H7O2	-1
cpd05195_c0	C12H17N2O5	-1
cpd05196_c0	C22H43O2	-1
cpd05197_c0	C18H31O2	-1
cpd05198_c0	C8H15NO2	0
cpd05199_c0	C6H15N4O3	1
cpd05200_c0	C16H31O4	-1
cpd05201_c0	C7H17N4O3	1
cpd05202_c0	C7H11NO2	0
cpd05203_c0	C7H16N3O2	1
cpd05204_c0	C7H9N3O4	0
cpd05205_c0	C7H10N4O2	0
cpd05206_c0	C4H10N2O2	0
cpd05207_c0	C6H9NO2	0
cpd05208_c0	C4H9NO2Se	0
cpd05209_c0	C6H7NO6	-2
cpd05210_c0	C6H11NO3S	0
cpd05211_c0	C5H7N3O5	0
cpd05212_c0	C7H14N2O4Se	0
cpd05213_c0	C5H8N2O4	0
cpd05214_c0	C12H17N2O	1
cpd05215_c0	C9H14NO	1
cpd05216_c0	C9H12NO	1
cpd05217_c0	C12H17N2	1
cpd05218_c0	C6H14N3	1
cpd05219_c0	C11H15N2	1
cpd05220_c0	C4H8N2O	0
cpd05221_c0	C6H16N	1
cpd05222_c0	C28H40N8O4	2
cpd05223_c0	C29H42N8O5	2
cpd05224_c0	C13H19N2O	1
cpd05225_c0	C12H20NO3	1
cpd05226_c0	C4H7N2O2	1
cpd05227_c0	C12H17N2O	1
cpd05228_c0	C9H9N	0
cpd05229_c0	C18H35O4	-1
cpd05230_c0	C18H29O2	-1
cpd05231_c0	C22H41O2	-1
cpd05232_c0	C12H23O3	-1
cpd05233_c0	C18H31O3	-1
cpd05234_c0	C18H27O3	-1
cpd05235_c0	C24H47O2	-1
cpd05236_c0	C18H31O2	-1
cpd05237_c0	C14H25O2	-1
cpd05238_c0	C24H45O2	-1
cpd05239_c0	C14H20N2O9	0
cpd05240_c0	C20H27NO11	0
cpd05241_c0	C39H49NO21	0
cpd05242_c0	C34H41NO17	0
cpd05243_c0	C11H17NO7	0
cpd05244_c0	C12H17NO6	0
cpd05245_c0	C14H17NO7	0
cpd05246_c0	C12H17NO8	0
cpd05247_c0	C11H19NO6	0
cpd05248_c0	C16H27NO11	0
cpd05249_c0	C11H19NO6	0
cpd05250_c0	C19H25NO10	0
cpd05251_c0	C17H29NO11	0
cpd05252_c0	C16H25NO10	0
cpd05253_c0	C11H17NO6	0
cpd05254_c0	C20H27NO12	0
cpd05255_c0	C11H17NO7	0
cpd05256_c0	C11H17NO8	0
cpd05257_c0	C14H15NO10	-2
cpd05258_c0	C12H17NO7	0
cpd05259_c0	C14H17NO7	0
cpd05260_c0	C5H10O5	0
cpd05261_c0	C5H10O4	0
cpd05262_c0	C6H9O7	-1
cpd05263_c0	C6H14NO5	1
cpd05264_c0	C6H9O7	-1
cpd05265_c0	C6H12O6	0
cpd05266_c0	C6H12O5	0
cpd05267_c0	C5H10O5	0
cpd05268_c0	C5H10O5	0
cpd05269_c0	C7H14O7	0
cpd05270_c0	C6H12O6	0
cpd05271_c0	C18H23O5S	-1
cpd05272_c0	C19H23O6S	-1
cpd05273_c0	C19H25O6S	-1
cpd05274_c0	C16H29O2	-1
cpd05275_c0	C18H33O2	-1
cpd05276_c0	C18H29O2	-1
cpd05277_c0	C18H33O3	-1
cpd05278_c0	C19H33O2	-1
cpd05279_c0	C18H33O2	-1
cpd05280_c0	C18H31O3	-1
cpd05281_c0	C6H10S2	0
cpd05282_c0	C6H10S	0
cpd05283_c0	C2H6S2	0
cpd05284_c0	C2H6S3	0
cpd05285_c0	C6H14S2	0
cpd05286_c0	C12H26	0
cpd05287_c0	C12H20O	0
cpd05288_c0	C31H64	0
cpd05289_c0	C31H60O2	0
cpd05290_c0	C31H64O	0
cpd05291_c0	C31H62O	0
cpd05292_c0	C7H14O	0
cpd05293_c0	C26H54O	0
cpd05294_c0	C2H4S5	0
cpd05295_c0	C4H8S2	0
cpd05296_c0	C29H60	0
cpd05297_c0	C29H60O	0
cpd05298_c0	C29H58O	0
cpd05299_c0	C28H58O	0
cpd05300_c0	C15H32	0
cpd05301_c0	C3H6OS	0
cpd05302_c0	C3H8S	0
cpd05303_c0	C3H8S	0
cpd05304_c0	C30H62O	0
cpd05305_c0	C33H68	0
cpd05306_c0	C33H64O2	0
cpd05307_c0	C13H14	0
cpd05308_c0	C18H25NO	0
cpd05309_c0	C12H8S2	0
cpd05310_c0	C12H8O	0
cpd05311_c0	C13H10O	0
cpd05312_c0	C13H24NO10S3	-1
cpd05313_c0	C13H24NO9S3	-1
cpd05314_c0	C17H22O2	0
cpd05315_c0	C12H20NO9S2	-1
cpd05316_c0	C8H14NO9S2	-1
cpd05317_c0	C11H20NO11S3	-1
cpd05318_c0	C12H22NO10S2	-1
cpd05319_c0	C11H20NO9S2	-1
cpd05320_c0	C11H20NO10S2	-1
cpd05321_c0	C12H22NO9S3	-1
cpd05322_c0	C12H22NO11S3	-1
cpd05323_c0	C11H20NO10S3	-1
cpd05324_c0	C11H20NO9S3	-1
cpd05325_c0	C9H16NO9S2	-1
cpd05326_c0	C15H20NO10S2	-1
cpd05327_c0	C11H18NO9S2	-1
cpd05328_c0	C12H20NO10S2	-1
cpd05329_c0	C15H20NO9S2	-1
cpd05330_c0	C10H18NO9S2	-1
cpd05331_c0	C12H22NO10S3	-1
cpd05332_c0	C12H20NO10S3	-1
cpd05333_c0	C16H19N2O10S2	-1
cpd05334_c0	C17H21N2O10S2	-1
cpd05335_c0	C17H21N2O10S2	-1
cpd05336_c0	C11H18NO10S2	-1
cpd05337_c0	C14H18NO10S2	-1
cpd05338_c0	C10H16NO9S2	-1
cpd05339_c0	C16H18N2O12S3	-2
cpd05340_c0	C11H13N2O9P	-2
cpd05341_c0	C10H15N3O8	0
cpd05342_c0	C10H13N5O3	0
cpd05343_c0	C10H13N5O5	0
cpd05344_c0	C43H48N4O6	0
cpd05345_c0	C6H7N5	0
cpd05346_c0	C10H15N5	2
cpd05347_c0	C10H16N4O7	0
cpd05348_c0	C39H54N10O14S	0
cpd05349_c0	C35H48N8O11S	0
cpd05350_c0	C14H33N10O7PS	0
cpd05351_c0	C22H30N4O4	0
cpd05352_c0	C28H43N5O12S	0
cpd05353_c0	C31H45N6O13Cl3	0
cpd05354_c0	C17H20O	0
cpd05355_c0	C11H8O2	0
cpd05356_c0	C13H10O2	0
cpd05357_c0	C12H9O2	-1
cpd05358_c0	C17H24O2	0
cpd05359_c0	C17H24O	0
cpd05360_c0	C17H22O	0
cpd05361_c0	C12H14O2	0
cpd05362_c0	C11H12O2	0
cpd05363_c0	C20H31NO	0
cpd05364_c0	C13H10O3	0
cpd05365_c0	C13H8	0
cpd05366_c0	C13H10	0
cpd05367_c0	C13H12O2	0
cpd05368_c0	C18H31O2	-1
cpd05369_c0	C12H8S3	0
cpd05370_c0	C13H8S2	0
cpd05371_c0	C13H8S2	0
cpd05372_c0	C6H2	0
cpd05373_c0	C13H6	0
cpd05374_c0	C15H14O4	0
cpd05375_c0	C14H11O4	-1
cpd05376_c0	C37H66O7	0
cpd05377_c0	C16H21NO6	0
cpd05378_c0	C17H10NO7	-1
cpd05379_c0	C37H66O7	0
cpd05380_c0	C9H16O2	0
cpd05381_c0	C16H12NO5	-1
cpd05382_c0	C12H18N2O12	0
cpd05383_c0	C12H18N2O12	0
cpd05384_c0	C11H10N3O6	-3
cpd05385_c0	C7H2O6	-2
cpd05386_c0	C14H9NO3	0
cpd05387_c0	C14H9NO6	-2
cpd05389_c0	C14H17NO6	0
cpd05390_c0	C12H19O3	-1
cpd05391_c0	C16H20O6	0
cpd05392_c0	C35H62O3	0
cpd05393_c0	C18H16O3	0
cpd05394_c0	C12H20O2	0
cpd05395_c0	C7H12O2	0
cpd05396_c0	C35H62O6	0
cpd05397_c0	C10H16O2	0
cpd05398_c0	C11H16O	0
cpd05399_c0	C12H17O3	-1
cpd05400_c0	C6H12O	0
cpd05401_c0	C9H7NO	0
cpd05402_c0	C14H15NO7	0
cpd05403_c0	C15H21N3O15	0
cpd05404_c0	C9H13N3O7	-2
cpd05405_c0	C6H10O	0
